번호,프로그램명,장르,채널,날짜,요일,시작시간,종료시간,방송길이,회차,개인 전체_시청시간,개인전체_시청률,4-9세 남자_시청시간,4-9세 남자_시청률,4-9세 여자_시청시간,4-9세 여자_시청률,10대 남자_시청시간,10대 남자_시청률,10대 여자_시청시간,10대 여자_시청률,20대 남자_시청시간,20대 남자_시청률,20대 여자_시청시간,20대 여자_시청률,30대 남자_시청시간,30대 남자_시청률,30대 여자_시청시간,30대 여자_시청률,40대 남자_시청시간,40대 남자_시청률,40대 여자_시청시간,40대 여자_시청률,50대 남자_시청시간,50대 남자_시청률,50대 여자_시청시간,50대 여자_시청률,60세 이상 남자_시청시간,60세 이상 남자_시청률,60세 이상 여자_시청시간,60세 이상 여자_시청률, 
1499,요즘육아금쪽같은내새끼(본),오락,채널A,2023-03-03 0:00,금,20:02:53,21:15:01,0072:08,136회,0.606665619,0.842591137,0.02027055,0.028153542,0.021006474,0.029175659,0.639522198,0.888225275,0.285108791,0.395984433,0.200155227,0.277993371,0.136361089,0.189390402,0.203065743,0.282035754,0.646262044,0.897586172,0.785590557,1.091097995,0.594138187,0.825191927,0.221544577,0.307700801,1.157859865,1.608138702,0.924711508,1.284321539,1.036047988,1.438955539,
1555,요즘육아금쪽같은내새끼(본),오락,채널A,2023-03-17 0:00,금,20:04:05,21:18:03,0073:58,138회,0.587315033,0.793668964,0.253976257,0.343211158,0,0,0.296013641,0.400018433,0.531629767,0.718418604,0.132764151,0.179411015,0.13124019,0.177351608,0.194179962,0.262405354,0.614509519,0.830418269,0.223134178,0.301532673,0.91994658,1.243171055,0.365212176,0.493529967,0.718196616,0.970535967,0.812741566,1.098299414,1.370185149,1.851601553,
1620,요즘남자라이프신랑수업(본),오락,채널A,2023-03-08 0:00,수,21:11:38,22:46:33,0094:55,54회,0.568823735,0.598761827,0,0,0,0,0.187618046,0.19749268,0.080178783,0.084398719,0.083764413,0.088173067,0.204577106,0.215344322,0.078296751,0.082417633,0.703117757,0.740123955,0.964329561,1.015083748,0.296259353,0.31185195,0.183566038,0.193227408,0.953164953,1.003331529,0.755781847,0.795559838,1.402214818,1.476015598,
1688,요즘육아금쪽같은내새끼(본),오락,채널A,2023-03-31 0:00,금,20:04:37,21:17:40,0073:03,140회,0.548405985,0.751241076,0.15537525,0.212842809,0.32464587,0.44472037,0.006362469,0.00871571,0.041435838,0.056761422,0.147809691,0.202479029,0.228124779,0.312499698,0.235738806,0.322929871,0.703403015,0.963565774,0.062534104,0.085663156,0.246871955,0.33818076,0.357057322,0.489119619,0.884471527,1.211604831,0.812703414,1.113292347,1.566891462,2.14642666,
1863,요즘남자라이프신랑수업(본),오락,채널A,2023-03-15 0:00,수,21:11:41,22:47:14,0095:33,55회,0.500477841,0.52681878,0.026977831,0.028397717,0.26637564,0.280395411,0,0,0.036960269,0.038905546,0.045153574,0.047530077,0.256911594,0.270433256,0.257918436,0.27149309,0.169545191,0.178468622,0.587178897,0.61808305,0.435995608,0.458942745,0.1722367,0.18130179,0.903564575,0.951120605,0.833517844,0.877387204,1.206722475,1.270234184,
1896,요즘육아금쪽같은내새끼(본),오락,채널A,2023-03-24 0:00,금,20:03:07,21:16:32,0073:25,139회,0.490463208,0.662788119,0,0,0.244716647,0.330698172,1.076932718,1.455314484,0.15809516,0.213642108,0.315141221,0.425866514,0.002659098,0.003593376,0.230991045,0.312150061,0.195906327,0.264738279,0.552245989,0.746278364,0.809825752,1.094359125,0.284550849,0.384528174,0.537114983,0.725831058,0.607381479,0.820785783,0.883166523,1.193468274,
1461,요즘남자라이프신랑수업(본),오락,채널A,2023-04-19 0:00,수,21:12:55,22:46:48,0093:53,60회,0.578852353,0.615800375,0,0,0,0,0,0,0.148041055,0.157490484,0.112557972,0.119742524,0.187379679,0.199340084,0.245540909,0.261213733,0.612442967,0.651535071,0.877935334,0.93397376,0.568457703,0.604742237,0.251945428,0.268027051,0.85195066,0.906330489,0.695346749,0.739730585,1.36590199,1.453087223,
1487,요즘육아금쪽같은내새끼(본),오락,채널A,2023-04-28 0:00,금,20:05:12,21:18:32,0073:20,144회,0.572149482,0.773174976,0,0,0.061914666,0.083668468,0.051740001,0.06991892,0.114395241,0.154588164,0.362140498,0.489379052,0.212690828,0.287420037,0.430472345,0.581719385,0.445083267,0.601463874,0.317201532,0.428650718,0.497322894,0.672057965,0.061939531,0.083702068,0.844337547,1.140996685,0.924566522,1.249414218,1.428423581,1.930302137,
1559,요즘남자라이프신랑수업(본),오락,채널A,2023-04-05 0:00,수,21:13:41,22:48:40,0094:59,58회,0.553852901,0.583003053,0.004093729,0.004309188,0.047485985,0.049985247,0.000847637,0.000892249,0.057567759,0.060597641,0.051729423,0.054452024,0.009441042,0.009937939,0.38246176,0.402591327,0.641065515,0.674805805,0.832158039,0.87595583,0.118338766,0.124567123,0.143219866,0.150757754,0.810761945,0.853433627,1.05487783,1.110397715,1.282837759,1.350355536,
1669,요즘육아금쪽같은내새끼(본),오락,채널A,2023-04-21 0:00,금,20:05:36,21:15:52,0070:16,143회,0.527152679,0.753075255,0.112933051,0.16133293,1.236143796,1.765919709,0,0,0.131799806,0.188285438,0.138324816,0.197606879,0.276009337,0.394299053,0.204914776,0.292735394,0.360824344,0.515463348,0.302409778,0.432013969,0.243601487,0.348002125,0.231168535,0.330240764,0.628154354,0.897363363,0.922068588,1.31724084,1.327150673,1.895929533,
1678,요즘육아금쪽같은내새끼(본),오락,채널A,2023-04-14 0:00,금,20:03:42,21:16:47,0073:05,142회,0.525874778,0.720376408,0,0,0.3113688,0.426532603,0,0,0.023004479,0.031512984,0.264017306,0.361667542,0.097210196,0.133164651,0.313412513,0.429332209,0.430871177,0.590234489,0.458181593,0.627646018,0.433460031,0.593780865,0.399204961,0.546856111,1.039694182,1.424238605,1.055425587,1.445788475,0.815560169,1.117205712,
1696,요즘육아금쪽같은내새끼(본),오락,채널A,2023-04-07 0:00,금,20:03:40,21:13:24,0069:44,141회,0.520673662,0.75459951,0.247904038,0.359281214,0,0,0.199271228,0.288798882,0.081147657,0.1176053,0.072440733,0.104986569,0.285319687,0.413506792,0.234529091,0.339897233,0.625480646,0.90649369,0.566812002,0.82146667,0.54630993,0.791753522,0.374556186,0.542835052,0.416455515,0.603558718,0.882348616,1.27876611,1.070433102,1.551352322,
1705,요즘남자라이프신랑수업(본),오락,채널A,2023-04-12 0:00,수,21:13:38,22:48:06,0094:28,59회,0.517684772,0.550728481,0,0,0.141744788,0.150792328,0,0,0.008120341,0.00863866,0.07029381,0.074780649,0.342555904,0.364421174,0.801109373,0.852244014,0.632854068,0.673249008,0.772311999,0.82160851,0.150454855,0.160058357,0.41336029,0.439744989,0.781438669,0.831317733,0.631736474,0.672060079,0.930479301,0.989871597,
1891,요즘남자라이프신랑수업(본),오락,채널A,2023-04-26 0:00,수,21:13:02,22:46:38,0093:36,61회,0.477057986,0.507508495,0,0,0,0,0.036869536,0.039222911,0.211478248,0.22497686,0.004168224,0.004434281,0.17044253,0.181321841,0.041445428,0.04409088,0.398244975,0.423664867,0.872410697,0.928096486,0.425980684,0.453170941,0.210431352,0.223863141,0.838236735,0.891741207,0.707951173,0.753139546,0.992843717,1.05621672,
1301,요즘육아금쪽같은내새끼(본),오락,채널A,2023-05-26 0:00,금,20:03:11,21:16:27,0073:16,148회,0.676939379,0.927314218,0,0,0.689372472,0.944345852,0.025445879,0.034857369,0.074572255,0.102153774,0.142826725,0.195653048,0.275748005,0.377736993,0.571997977,0.783558873,0.622664019,0.85296441,0.353924821,0.484828522,0.468660305,0.642000417,0.350224429,0.479759492,1.187373086,1.626538474,0.925012234,1.267140047,1.622987143,2.223270058,
1359,요즘육아금쪽같은내새끼(본),오락,채널A,2023-05-19 0:00,금,20:03:56,21:16:13,0072:17,147회,0.655894153,0.910964102,0.021905569,0.030424401,0.418069146,0.580651592,0.027012987,0.037518038,0.07263062,0.100875861,0.22669849,0.314859014,0.183925424,0.255451978,0.28626574,0.397591306,1.021210703,1.418348199,0.49133099,0.682404152,0.978382688,1.358864845,0.187693787,0.260685815,0.920064179,1.277866915,1.282520828,1.781278927,1.08824356,1.511449389,
1509,요즘육아금쪽같은내새끼(본),오락,채널A,2023-05-12 0:00,금,20:02:11,21:15:13,0073:02,146회,0.603353348,0.826511436,0.079493954,0.108895827,0.032116604,0.043995348,0.040703493,0.05575821,0.577236001,0.790734248,0.43755279,0.599387384,0.087454979,0.119801341,0.260124436,0.356334844,0.269706161,0.369460494,0.251912373,0.345085443,1.18918027,1.629014068,0.276655267,0.378979818,0.80640935,1.104670342,0.928753433,1.272264977,1.238920877,1.697151886,
1627,요즘남자라이프신랑수업(본),오락,채널A,2023-05-10 0:00,수,21:13:24,22:46:34,0093:10,63회,0.563002707,0.59893905,0,0,0,0,0.096153066,0.102290496,0.148003128,0.157450136,0.017097787,0.018189135,0.183569494,0.195286696,0.236951741,0.252076321,0.604172731,0.642736947,0.587242119,0.624725659,0.263675524,0.280505876,0.425596804,0.452762557,0.596416553,0.634485695,0.602880433,0.641362162,1.722621844,1.83257643,
1832,요즘남자라이프신랑수업(본),오락,채널A,2023-05-03 0:00,수,21:12:48,22:46:17,0093:29,62회,0.511845919,0.550371956,0,0,0.020244082,0.02176783,0,0,0.020564949,0.022112848,0.070582125,0.075894758,0.241180404,0.259333767,1.021350283,1.098226111,0.701700845,0.754517037,0.819574543,0.88126295,0.124017865,0.133352543,0.393160914,0.422753671,0.642838724,0.691224434,0.612400605,0.658495274,0.907133842,0.975412733,
1836,요즘육아금쪽같은내새끼(본),오락,채널A,2023-05-05 0:00,금,20:02:55,21:13:23,0070:28,145회,0.510328719,0.729041028,0,0,0.160378051,0.229111501,0.0273445,0.039063571,0.30907491,0.441535585,0.560780465,0.801114951,0.228181855,0.325974079,0.300692178,0.429560254,0.525357785,0.750511121,0.17237749,0.246253557,0.139441564,0.199202234,0.555034602,0.792906574,0.695868932,0.994098475,0.954586031,1.36369433,0.917296097,1.310422996,
2167,요즘남자라이프신랑수업(본),오락,채널A,2023-05-17 0:00,수,21:13:17,22:16:00,0062:43,64회,0.441573845,0.700910865,0,0,0,0,0.087852567,0.139448519,0.096246248,0.152771822,0.104019524,0.165110356,0.143163737,0.227244027,0.182474227,0.28964163,0.336792149,0.534590713,0.748735898,1.18846968,0.295746253,0.469438497,0.205361312,0.325970336,0.622395127,0.987928773,0.78784143,1.250541952,0.890359464,1.413268991,
2577,요즘남자라이프신랑수업(본),오락,채널A,2023-05-24 0:00,수,21:10:54,22:13:39,0062:45,65회,0.367937563,0.584027878,0,0,0,0,0.04059838,0.064441873,0.032541688,0.051653472,0.018569487,0.029475376,0,0,0.590938157,0.937997075,0.253884495,0.402991262,0.410015431,0.650818144,0.190017945,0.301615786,0.195772913,0.310750656,0.559431835,0.887987039,0.434844956,0.69023009,0.941939948,1.495142775,
3370,요즘남자라이프신랑수업(본),오락,채널A,2023-05-31 0:00,수,21:13:25,22:16:12,0062:47,66회,0.257175158,0.408214536,0,0,0,0,0.016009226,0.02541147,0.032048978,0.050871393,0.017964521,0.028515112,0.217378357,0.34504501,0.12595114,0.199922445,0.07015484,0.111356889,0.045222441,0.071781653,0.188579132,0.299331956,0.115290919,0.183001459,0.586299004,0.93063334,0.462475615,0.734088278,0.622599642,0.9882534,
1338,요즘육아금쪽같은내새끼(본),오락,채널A,2023-06-09 0:00,금,20:01:25,21:11:39,0070:14,150회,0.630184141,0.887583298,0,0,0.359034784,0.505682794,0.2754536,0.387962816,0.174353692,0.24556858,0.033702561,0.047468396,0.024863941,0.035019635,0.274486859,0.38660121,0.704482951,0.992229508,0.41260057,0.581127564,1.084977159,1.528136844,0.188740015,0.265831008,1.060591038,1.493790195,0.884061173,1.245156582,1.354309828,1.90747863,
1470,요즘육아금쪽같은내새끼(본),오락,채널A,2023-06-16 0:00,금,20:04:53,21:17:20,0072:27,151회,0.583438917,0.810331829,2.035856603,2.827578615,0.730625718,1.014757941,0.087940774,0.122139963,0.149259,0.207304166,0.187540901,0.260473473,0.003823847,0.005310898,0.641587272,0.891093434,0.551819473,0.766415934,0.39986216,0.555364111,0.728727369,1.012121346,0.243028999,0.337540277,1.21450402,1.686811139,0.65265841,0.906470014,0.816874644,1.134548116,
1489,요즘육아금쪽같은내새끼(본),오락,채널A,2023-06-30 0:00,금,20:05:14,21:17:07,0071:53,153회,0.577401626,0.801946703,0.586893042,0.815129225,0,0,0.077314011,0.10738057,0.319459068,0.443693151,0.116055437,0.161188107,0.391736479,0.544078444,0.252865577,0.35120219,0.562172184,0.7807947,0.282393198,0.392212775,0.59658931,0.828596264,0.69160228,0.960558722,1.431112784,1.987656645,0.799668873,1.110651212,0.757483968,1.052061066,
1612,요즘육아금쪽같은내새끼(본),오락,채널A,2023-06-23 0:00,금,20:03:48,21:15:53,0072:05,152회,0.542830985,0.753931924,0,0,0,0,0.000870314,0.001208769,0.284750814,0.395487242,0.399930231,0.555458654,0.443665919,0.616202665,0.110033403,0.152824171,0.470417002,0.653356947,0.358058772,0.49730385,0.509371924,0.707461005,0.357562067,0.496613982,0.929229675,1.290596771,0.779251516,1.082293773,1.110827381,1.542815807,
1695,요즘육아금쪽같은내새끼(본),오락,채널A,2023-06-02 0:00,금,20:02:48,21:14:34,0071:46,149회,0.519057023,0.720912532,0,0,0.494457395,0.686746382,0.131397239,0.182496165,0.378707617,0.525982801,0.082616587,0.11474526,0.026245858,0.036452581,0.45449952,0.631249334,0.685275858,0.951772025,0.5588636,0.776199445,0.483142622,0.671031419,0.243261276,0.337862883,0.882467636,1.225649495,0.719263695,0.998977354,0.910341867,1.264363704,
2070,요즘남자라이프신랑수업(본),오락,채널A,2023-06-21 0:00,수,21:12:31,22:25:18,0072:47,69회,0.433829607,0.602541121,0,0,0,0,0.055792588,0.077489706,0.068660181,0.095361363,0.007239459,0.010054804,0.285543788,0.396588595,0.127612968,0.177240233,0.351621433,0.488363101,0.567991109,0.788876541,0.088516519,0.12293961,0.266402917,0.370004051,0.363707505,0.505149313,0.677015834,0.94029977,1.274984721,1.770812112,
2416,요즘남자라이프신랑수업(본),오락,채널A,2023-06-28 0:00,수,21:12:43,22:25:19,0072:36,70회,0.371303851,0.515699793,0,0,0,0,0.125384892,0.174145683,0,0,0.024007937,0.033344356,0.165696716,0.230134327,0.041219035,0.05724866,0.354191576,0.491932744,0.517655201,0.718965557,0.218040714,0.302834324,0.16877845,0.234414514,0.469966342,0.65273103,0.692680895,0.962056799,0.874589506,1.214707647,
2461,요즘남자라이프신랑수업(본),오락,채널A,2023-06-14 0:00,수,21:13:26,22:26:12,0072:46,68회,0.364931502,0.499906168,0,0,0,0,0,0,0.006092494,0.008345882,0,0,0.007902029,0.010824697,0.683983824,0.936964142,0.592533973,0.811690373,0.681725744,0.933870882,0.100606955,0.137817746,0.067217879,0.092079287,0.340884344,0.466964854,0.432779666,0.592848858,0.856607106,1.173434391,
2887,요즘남자라이프신랑수업(본),오락,채널A,2023-06-07 0:00,수,21:13:16,22:16:18,0063:02,67회,0.294094237,0.466816249,0,0,0,0,0,0,0,0,0.015059306,0.023903661,0.064330925,0.10211258,0.208730156,0.331317708,0.039640155,0.062920881,0.437250663,0.694048671,0.388824791,0.617182208,0.14663294,0.232750698,0.589568739,0.935823396,0.421803405,0.669529215,0.619480036,0.983301645,
1093,요즘육아금쪽같은내새끼(본),오락,채널A,2023-07-28 0:00,금,20:02:31,21:15:41,0073:10,157회,0.774995458,1.061637613,0,0,1.379867744,1.890229786,0.185854464,0.254595157,0.181253969,0.248293108,0.341081163,0.467234469,0.078404766,0.107403789,0.148772681,0.203798193,0.693051309,0.949385355,0.77032356,1.055237754,0.688269081,0.942834357,0.652712164,0.894126253,1.563399628,2.141643326,1.087931536,1.490317173,1.391564595,1.90625287,
1112,요즘육아금쪽같은내새끼(본),오락,채널A,2023-07-07 0:00,금,20:03:45,21:16:50,0073:05,154회,0.763973632,1.046539221,0.072747148,0.099653627,0.751821006,1.029891789,0.651173524,0.892018526,0.330904267,0.453293516,0.443531482,0.607577372,0.010477815,0.014353171,0.292065491,0.400089713,0.639939931,0.876630043,0.944388872,1.293683387,0.647796747,0.887392803,0.429745091,0.588691905,1.615316517,2.212762352,0.994971078,1.36297408,1.248698959,1.710546519,
1174,요즘육아금쪽같은내새끼(본),오락,채널A,2023-07-14 0:00,금,20:03:48,21:16:14,0072:26,155회,0.734528441,1.02017839,0.306263942,0.425366586,0.102906337,0.142925468,0.065318857,0.090720634,0.620084511,0.861228487,0.025767566,0.035788286,0.178884588,0.248450817,0.460256741,0.639245473,0.62269943,0.86486032,1.055280578,1.46566747,1.185289037,1.646234774,0.100775145,0.139965479,0.806943249,1.120754512,1.348154797,1.872437218,1.273635416,1.768938077,
1507,요즘남자라이프신랑수업(본),오락,채널A,2023-07-05 0:00,수,21:12:05,22:28:58,0076:53,71회,0.597204992,0.775590899,0,0,0,0,0.02429257,0.031548793,0,0,0.211751257,0.275001633,0.281016754,0.364956823,0.964747785,1.252919201,0.847038208,1.100049621,1.087074192,1.411784665,0.060833345,0.079004344,0.485400347,0.630390062,0.503132335,0.653418616,0.846024842,1.098733561,1.086785249,1.411409414,
1836,요즘육아금쪽같은내새끼(본),오락,채널A,2023-07-21 0:00,금,20:04:47,21:16:59,0072:12,156회,0.505652469,0.702295096,0.444758402,0.617720003,0,0,0.001663947,0.002311037,0.069214518,0.096131275,0.340491153,0.47290438,0.152221775,0.211419133,0.187379943,0.260249921,0.564620368,0.784194955,0.400160822,0.55577892,0.139139017,0.193248635,0.271348234,0.376872547,1.096876859,1.523440082,0.82891515,1.151271041,1.002911174,1.392932187,
2188,요즘남자라이프신랑수업(본),오락,채널A,2023-07-12 0:00,수,21:12:48,22:24:16,0071:28,72회,0.433829732,0.611027792,0,0,0,0,0.000788172,0.001110102,0.011487179,0.016179125,0.064274557,0.090527545,0.107091493,0.150833088,0.842215304,1.186218738,0.261404289,0.368175055,0.200013805,0.281709585,0.25479259,0.358862803,0.265581594,0.374058584,0.710680269,1.000958126,0.658225023,0.927077497,0.984238419,1.386251294,
2732,요즘남자라이프신랑수업(본),오락,채널A,2023-07-26 0:00,수,21:12:55,22:25:52,0072:57,74회,0.342868933,0.46968347,0,0,0,0,0.004824765,0.006609268,0.014100745,0.01931609,0.029595875,0.040542295,0.295769954,0.405164321,0.723003428,0.990415655,0.386471832,0.529413468,0.347568347,0.476121024,0.072745103,0.099650826,0.194364173,0.266252292,0.560895098,0.768349449,0.371610204,0.509055073,0.691942381,0.947866275,
2874,요즘남자라이프신랑수업(본),오락,채널A,2023-07-19 0:00,수,21:13:06,22:25:55,0072:49,73회,0.322670769,0.442014752,0,0,0,0,0.102853992,0.14089588,0.015461976,0.021180789,0.186937538,0.256078819,0.091741299,0.125673012,0.105575133,0.144623469,0.203075072,0.27818503,0.254978159,0.349285149,0.318728057,0.436613776,0.370212219,0.507140026,0.694871155,0.951878295,0.363315992,0.49769314,0.660741542,0.9051254,
1281,요즘육아금쪽같은내새끼(본),오락,채널A,2023-08-18 0:00,금,20:01:32,21:16:05,0074:33,159회,0.679205791,0.917845664,0,0,0.85156044,1.150757351,0.689719899,0.932053917,0.432198656,0.584052238,0.237064864,0.320357924,0.006703411,0.009058663,0.25056187,0.338597122,0.375878627,0.507944091,0.890719045,1.203674385,0.745768044,1.007794654,0.234332873,0.316666045,1.321551265,1.785880087,1.063565367,1.437250496,1.060822218,1.433543538,
1362,요즘남자라이프신랑수업(본),오락,채널A,2023-08-09 0:00,수,21:13:26,22:26:30,0073:04,76회,0.64741032,0.874878811,0,0,0.27674902,0.373985163,0.319817712,0.432186098,0.003603265,0.004869276,0.485753963,0.656424274,0.27894166,0.376948189,0.381171632,0.5150968,0.445827528,0.602469632,0.806676275,1.090103074,0.601473334,0.812801802,0.303964479,0.410762809,0.605387849,0.818091688,0.960026849,1.297333579,1.437881637,1.943083293,
1522,요즘육아금쪽같은내새끼(본),오락,채널A,2023-08-04 0:00,금,20:03:42,21:18:01,0074:19,158회,0.597924155,0.808005615,0.308432271,0.416800367,0,0,0,0,0.405175281,0.547534163,0.255434657,0.345181968,0.172197098,0.232698781,0.632037809,0.854105147,0.287482624,0.388490032,0.260734575,0.352344021,0.294928773,0.398552396,0.327658011,0.442781096,0.984634895,1.330587696,0.980932076,1.325583887,1.384786591,1.871333231,
1657,요즘남자라이프신랑수업(본),오락,채널A,2023-08-16 0:00,수,21:12:57,22:25:58,0073:01,77회,0.560241516,0.767454131,0,0,0,0,0.126272269,0.17297571,0.150176964,0.205721869,0.180600337,0.247397722,0.107685251,0.147514042,0.744130842,1.019357318,0.398837003,0.546352059,0.738534489,1.011691081,0.587379386,0.804629295,0.247649033,0.33924525,0.57404048,0.786356821,1.041613444,1.426867732,0.991045051,1.357595961,
1938,요즘남자라이프신랑수업(본),오락,채널A,2023-08-30 0:00,수,21:13:14,22:25:25,0072:11,79회,0.485195794,0.673883047,0,0,0,0,0.007739734,0.010749631,0.034544992,0.047979155,0.47579887,0.660831764,0.091538271,0.127136487,0.428025038,0.59447922,0.521043732,0.72367185,0.05257801,0.073025014,0.213254208,0.2961864,0.160982419,0.223586693,0.397415996,0.551966661,0.647516059,0.89932786,1.577454729,2.190909346,
2018,요즘남자라이프신랑수업(본),오락,채널A,2023-08-02 0:00,수,21:10:43,22:26:40,0075:57,75회,0.463889116,0.610380415,0,0,0.030630767,0.040303641,0.027764602,0.03653237,0.003104467,0.004084824,0.106719771,0.140420751,0.292416765,0.384758902,0.278163088,0.366004063,0.22655529,0.298099066,0.504615925,0.663968322,0.069368363,0.091274162,0.398352371,0.524147857,0.519942952,0.684135463,0.776184025,1.021294769,1.231026721,1.619772002,
2063,요즘육아금쪽같은내새끼(본),오락,채널A,2023-08-25 0:00,금,20:02:58,21:16:04,0073:06,160회,0.455389542,0.623821291,0.288974583,0.395855593,0.244115236,0.334404433,0.041571913,0.056947826,0.083459965,0.11432872,0.14577509,0.199691903,0.004378979,0.005998601,0.110103732,0.15082703,0.430420898,0.589617669,0.330619841,0.452903892,0.051901633,0.071098127,0.205239075,0.281149418,0.878401088,1.203289162,0.996606502,1.365214387,0.983998597,1.347943284,
2310,요즘남자라이프신랑수업(본),오락,채널A,2023-08-23 0:00,수,21:11:38,22:25:13,0073:35,78회,0.405823386,0.555922447,0,0,0,0,0.012679229,0.017368807,0.230337461,0.315530768,0.050281789,0.068879163,0.05937943,0.081341686,0.320213928,0.438649217,0.51486125,0.705289383,0.229531259,0.314426383,0.318051621,0.435687152,0.16001076,0.219192822,0.506722548,0.694140477,0.702569475,0.962423938,0.984109789,1.348095601,
982,요즘남자라이프신랑수업(본),오락,채널A,2023-09-27 0:00,수,21:29:15,22:45:23,0076:08,83회,0.804578476,1.058655889,0.066236982,0.087153923,0.046828232,0.061616095,0.172579985,0.227078928,0.519785068,0.683927721,0.351641332,0.462685963,0.385757768,0.507576011,0.903657872,1.189023516,0.721327101,0.949114606,1.199031005,1.577672375,0.505006827,0.664482667,0.887675279,1.167993788,1.27932228,1.68331879,1.140042332,1.5000557,1.030000685,1.355264059,
1071,요즘남자라이프신랑수업(본),오락,채널A,2023-09-06 0:00,수,21:26:22,22:41:20,0074:58,80회,0.749859322,0.999812429,0.059002701,0.078670269,0.048907486,0.065209982,0.053754891,0.071673188,0.011206187,0.014941582,0.455150149,0.606866866,0.269521157,0.359361543,0.843378946,1.124505262,0.247947562,0.330596749,1.149778199,1.533037598,0.084299226,0.112398968,0.541339921,0.721786561,0.868341695,1.157788927,1.208499332,1.611332442,1.706233648,2.274978198,
1129,요즘육아금쪽같은내새끼(본),오락,채널A,2023-09-15 0:00,금,20:03:53,21:18:47,0074:54,163회,0.718863957,0.958485276,0.068178566,0.090904755,0.507348702,0.676464936,0.125354127,0.167138836,0.277652007,0.370202676,0.3523693,0.469825733,0.323020342,0.430693789,0.328041319,0.437388425,1.055439925,1.407253233,0.6372313,0.849641734,0.648743454,0.864991273,0.150657434,0.200876578,1.424582446,1.899443261,1.234436099,1.645914799,1.118063317,1.490751089,
1340,요즘남자라이프신랑수업(본),오락,채널A,2023-09-13 0:00,수,21:30:17,22:42:57,0072:40,81회,0.612480669,0.839014615,0,0,0,0,0.021436319,0.029364821,0.207715842,0.284542249,0.146529428,0.200725244,0.166814684,0.228513265,0.181348202,0.248422195,0.273879871,0.375177906,0.689251353,0.944179935,0.417331027,0.571686338,0.409263683,0.560635182,0.400941855,0.549235418,1.059304669,1.451102286,1.781276976,2.440105447,
1493,요즘육아금쪽같은내새끼(본),오락,채널A,2023-09-08 0:00,금,20:04:51,21:18:39,0073:48,162회,0.559193599,0.755667026,0,0,0.873274236,1.180100319,0.270655593,0.365750801,0.161018505,0.217592574,0.379126599,0.512333242,0.035542687,0.048030658,0.135861249,0.183596282,0.33702643,0.455441121,0.6993181,0.94502446,0.232338297,0.313970672,0.108356777,0.146428077,1.240497754,1.676348317,0.851725437,1.15098032,1.123940707,1.518838794,
1651,요즘육아금쪽같은내새끼(본),오락,채널A,2023-09-22 0:00,금,20:03:16,21:16:06,0072:50,164회,0.51027807,0.699011055,0.487143642,0.667320058,0.740110381,1.013849837,0.037747071,0.051708317,0.270251098,0.370206983,0.44502508,0.609623398,0.060424584,0.082773403,0.227573239,0.311744163,0.71909646,0.985063644,0.344123907,0.471402612,0.276503709,0.378772204,0.073443888,0.100608066,0.852173975,1.16736161,0.818098911,1.12068344,0.968725607,1.32702138,
1654,요즘육아금쪽같은내새끼(본),오락,채널A,2023-09-01 0:00,금,20:03:51,21:18:35,0074:44,161회,0.509279496,0.679039328,0.643856063,0.85847475,0,0,0,0,0.00130949,0.001745986,0.370462312,0.49394975,0.065056608,0.086742144,0.309662224,0.412882965,0.620127412,0.82683655,0.259158102,0.345544136,0.107604546,0.143472727,0.071085648,0.094780864,1.171989678,1.562652904,1.000692843,1.334257124,0.977204086,1.302938781,
1665,요즘남자라이프신랑수업(본),오락,채널A,2023-09-20 0:00,수,21:29:18,22:44:23,0075:05,82회,0.507167841,0.676223789,0,0,0,0,0.325373303,0.433831071,0.151035804,0.201381072,0.212092866,0.282790488,0.05280988,0.070413173,0.288268175,0.384357567,0.256612636,0.342150181,0.600170526,0.800227368,0.288428208,0.384570944,0.446036121,0.594714828,0.78737262,1.049830161,0.789797411,1.053063215,1.063608993,1.418145324,
990,요즘육아금쪽같은내새끼(본),오락,채널A,2021-10-15 0:00,금,20:03:31,21:15:45,0072:14,69회,0.929683007,1.291226399,0.561513156,0.779879383,0.165932562,0.230461891,0.407021698,0.565307914,0.573647284,0.796732338,0.273569278,0.37995733,0.188265781,0.261480251,1.258901653,1.748474518,1.557476451,2.163161737,0.370188411,0.514150571,1.077383281,1.496365669,0.584728987,0.812123593,1.186226237,1.647536441,1.211596638,1.682773108,1.733681035,2.407890326,
1548,요즘육아금쪽같은내새끼(본),오락,채널A,2021-10-22 0:00,금,20:03:45,21:15:49,0072:04,70회,0.668311421,0.928210307,0,0,0.207240323,0.287833782,0.294558876,0.40910955,0.650336498,0.903245136,0.02615168,0.036321778,0.216490626,0.300681425,0.273341728,0.379641289,1.060463254,1.472865631,0.416563463,0.578560365,0.785445788,1.090896927,0.630858369,0.876192179,0.849823192,1.180309989,0.889047767,1.234788565,1.408367347,1.95606576,
2057,요즘육아금쪽같은내새끼(본),오락,채널A,2021-10-29 0:00,금,20:04:02,21:15:49,0071:47,71회,0.526385463,0.731090921,0.381314528,0.529603511,0.455906464,0.633203422,0,0,0.009108025,0.012650034,0.070886623,0.098453643,0.234234243,0.325325338,0.431583227,0.599421149,1.140836171,1.584494682,0.128747775,0.178816354,0.609893276,0.847073995,0.160103611,0.222366126,0.754642277,1.048114273,0.81432611,1.131008486,1.093698957,1.519026329,
